Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Year,Quarter
FarmFit,AgriTech,Supply Chain,Pune,Falcon Edge,Series A,1265000,2020-04-04,2020,2
FreshTech_651,Retail,Grocery,Gurugram,Elevation Capital,Seed,363000,2021-01-29,2021,1
FoodLoop,RealEstate,PropTech,Hyderabad,Sequoia Capital India,Seed,436000,2021-07-14,2021,3
Zomato,EdTech,UpSkilling,Noida,A91 Partners,Seed,782000,2020-10-16,2020,4
Zomato,EdTech,UpSkilling,Noida,Bessemer Venture Partners,Seed,782000,2020-10-16,2020,4
Zomato,EdTech,UpSkilling,Noida,Blume Ventures,Seed,782000,2020-10-16,2020,4
FreshTech,SaaS,MarTech,Bengaluru,Accel,Seed,246000,2022-08-22,2022,3
FreshTech,SaaS,MarTech,Bengaluru,Tiger Global,Seed,246000,2022-08-22,2022,3
FreshTech,SaaS,MarTech,Bengaluru,Y Combinator,Seed,246000,2022-08-22,2022,3
DriveFit,AgriTech,Marketplace,Kolkata,Zodius Capital,Series A,1413000,2021-10-01,2021,4
HealthRise,Retail,Grocery,Ahmedabad,Info Edge,Seed,142000,2024-07-22,2024,3
HealthRise,Retail,Grocery,Ahmedabad,Mirae Asset,Seed,142000,2024-07-22,2024,3
HealthRise,Retail,Grocery,Ahmedabad,Prosus Ventures,Seed,142000,2024-07-22,2024,3
InMobi,Consumer Electronics,Audio,Gurugram,Matrix Partners India,Seed,191000,2025-01-08,2025,1
InMobi,Consumer Electronics,Audio,Gurugram,Y Combinator,Seed,191000,2025-01-08,2025,1
BlueTech,RealEstate,Home Services,Pune,Mirae Asset,Series A,5750000,2020-03-02,2020,1
NextFlow,Enterprise,Analytics,Hyderabad,Accel,Series C,93825000,2023-05-22,2023,2
NextFlow,Enterprise,Analytics,Hyderabad,Nexus Venture Partners,Series C,93825000,2023-05-22,2023,2
AeroStack,RealEstate,PropTech,Hyderabad,Kalaari Capital,Series A,2623000,2022-03-31,2022,1
AeroStack,RealEstate,PropTech,Hyderabad,Ribbit Capital,Series A,2623000,2022-03-31,2022,1
NextSense,FoodTech,Cloud Kitchen,Pune,Info Edge,Seed,1903000,2023-11-22,2023,4
NextSense,FoodTech,Cloud Kitchen,Pune,Tiger Global,Seed,1903000,2023-11-22,2023,4
DataHive,EdTech,K12,Mumbai,Accel,Series B,26816000,2023-12-28,2023,4
DataHive,EdTech,K12,Mumbai,Zodius Capital,Series B,26816000,2023-12-28,2023,4
SmartMart,E-commerce,Fashion,Delhi,Omidyar Network,Seed,120000,2022-04-11,2022,2
QuantumAnalytics,RealEstate,Rental Tech,Bengaluru,LCatterton,Seed,73000,2024-07-31,2024,3
Rapido,Retail,E-Retail,Delhi,Info Edge,Series A,1513000,2021-08-19,2021,3
Rapido,Retail,E-Retail,Delhi,Ribbit Capital,Series A,1513000,2021-08-19,2021,3
CoreFlow,SaaS,HRTech,Ahmedabad,LCatterton,Series C,38931000,2023-10-23,2023,4
DriveEdge,SaaS,B2B SaaS,Ahmedabad,IFC,Pre-Seed,29000,2022-11-11,2022,4
HealthWorks,Mobility,Ride Sharing,Bengaluru,Accel,Series B,8387000,2024-08-07,2024,3
HealthAnalytics,EdTech,Coding Bootcamp,Ahmedabad,A91 Partners,Pre-Series A,193000,2021-10-13,2021,4
HealthAnalytics,EdTech,Coding Bootcamp,Ahmedabad,Y Combinator,Pre-Series A,193000,2021-10-13,2021,4
NoBroker,Consumer Electronics,Audio,Gurugram,Zodius Capital,Series A,1599000,2024-09-23,2024,3
HyperLoop,Enterprise,Automation,Delhi,Kedaara Capital,Seed,1367000,2020-05-26,2020,2
HyperLoop,Enterprise,Automation,Delhi,Mirae Asset,Seed,1367000,2020-05-26,2020,2
HyperLoop,Enterprise,Automation,Delhi,Sequoia Capital India,Seed,1367000,2020-05-26,2020,2
DriveEdge,HealthTech,Telemedicine,Delhi,Kedaara Capital,Series B,6246000,2022-05-01,2022,2
DriveEdge,HealthTech,Telemedicine,Delhi,LCatterton,Series B,6246000,2022-05-01,2022,2
Innovaccer,AgriTech,Supply Chain,Kolkata,Kalaari Capital,Series A,4139000,2023-02-04,2023,1
Innovaccer,AgriTech,Supply Chain,Kolkata,Lightspeed India,Series A,4139000,2023-02-04,2023,1
Innovaccer,AgriTech,Supply Chain,Ahmedabad,Kedaara Capital,Series A,3039000,2024-02-05,2024,1
NextStack,Mobility,Micro Mobility,Pune,Mirae Asset,Pre-Seed,192000,2020-03-18,2020,1
NextStack,Mobility,Micro Mobility,Pune,Y Combinator,Pre-Seed,192000,2020-03-18,2020,1
AgriHive,E-commerce,Marketplace,Noida,Mirae Asset,Debt,201000,2024-03-17,2024,1
HealthRise,AgriTech,Supply Chain,Gurugram,Accel,Series A,2937000,2024-02-27,2024,1
HealthRise,AgriTech,Supply Chain,Gurugram,Peak XV,Series A,2937000,2024-02-27,2024,1
HealthRise,AgriTech,Supply Chain,Gurugram,Ribbit Capital,Series A,2937000,2024-02-27,2024,1
FreshTech,SaaS,B2B SaaS,Kolkata,A91 Partners,Series A,13810000,2025-01-29,2025,1
FreshTech,SaaS,B2B SaaS,Kolkata,SoftBank Vision Fund,Series A,13810000,2025-01-29,2025,1
AgriFit,Retail,Grocery,Hyderabad,Kedaara Capital,Seed,1218000,2023-11-24,2023,4
AgriFit,Retail,Grocery,Hyderabad,Ventures India,Seed,1218000,2023-11-24,2023,4
Swiggy,FinTech,InsurTech,Ahmedabad,Ribbit Capital,Seed,1019000,2020-04-15,2020,2
Swiggy,FinTech,InsurTech,Ahmedabad,Tiger Global,Seed,1019000,2020-04-15,2020,2
Swiggy,FinTech,InsurTech,Ahmedabad,Zodius Capital,Seed,1019000,2020-04-15,2020,2
SmartTech,HealthTech,Telemedicine,Hyderabad,Elevation Capital,Seed,129000,2023-06-15,2023,2
CloudSolutions_682,E-commerce,Grocery,Delhi,Prosus Ventures,Angel,8000,2024-02-22,2024,1
Nykaa,Retail,E-Retail,Hyderabad,Blume Ventures,Series C,122297000,2021-04-28,2021,2
Nykaa,Retail,E-Retail,Hyderabad,Falcon Edge,Series C,122297000,2021-04-28,2021,2
GreenMart,E-commerce,Marketplace,Ahmedabad,Kalaari Capital,Angel,81000,2020-11-11,2020,4
GreenMart,E-commerce,Marketplace,Ahmedabad,Ventures India,Angel,81000,2020-11-11,2020,4
AeroHub,Consumer Electronics,Smart Home,Delhi,Tiger Global,Seed,390000,2024-02-12,2024,1
CureFit,Retail,E-Retail,Bengaluru,Elevation Capital,Seed,412000,2022-03-27,2022,1
CureFit,Retail,E-Retail,Bengaluru,Ventures India,Seed,412000,2022-03-27,2022,1
PharmEasy,FoodTech,Grocery,Chennai,IFC,Series A,2134000,2020-10-24,2020,4
PharmEasy,FoodTech,Grocery,Chennai,Sequoia Capital India,Series A,2134000,2020-10-24,2020,4
EduMart,SaaS,B2B SaaS,Mumbai,Peak XV,Angel,50000,2023-07-29,2023,3
Paytm,AgriTech,Marketplace,Hyderabad,Matrix Partners India,Seed,100000,2021-06-30,2021,2
DriveFit,RealEstate,Rental Tech,Gurugram,Falcon Edge,Series B,12266000,2023-04-20,2023,2
BlueTech,FinTech,Payments,Mumbai,Accel,Pre-Seed,53000,2020-07-19,2020,3
BlueTech,FinTech,Payments,Mumbai,Info Edge,Pre-Seed,53000,2020-07-19,2020,3
HomeAnalytics,Logistics,Last Mile,Bengaluru,Peak XV,Pre-Seed,64000,2020-07-07,2020,3
GreenEdge,RealEstate,PropTech,Mumbai,Y Combinator,Seed,122000,2023-05-23,2023,2
DataEdge,Media,Social,Hyderabad,Ribbit Capital,Seed,76000,2023-09-14,2023,3
SkillSolutions,Media,Streaming,Pune,Elevation Capital,Seed,476000,2024-05-17,2024,2
HealthWorks,SaaS,B2B SaaS,Hyderabad,Info Edge,Bridge,145000,2021-06-26,2021,2
NeoLabs,EdTech,Coding Bootcamp,Delhi,A91 Partners,Series B,25052000,2020-08-10,2020,3
Paytm,EdTech,Test Prep,Kolkata,Tiger Global,Series B,7671000,2020-07-30,2020,3
AutoStack,FinTech,InsurTech,Delhi,Prosus Ventures,Series B,18981000,2020-01-02,2020,1
NextStack,SaaS,MarTech,Ahmedabad,Kalaari Capital,Pre-Seed,68000,2023-12-20,2023,4
NextStack,SaaS,MarTech,Ahmedabad,Mirae Asset,Pre-Seed,68000,2023-12-20,2023,4
CRED,Mobility,Ride Sharing,Bengaluru,Falcon Edge,Pre-Series A,113000,2023-11-12,2023,4
CRED,Mobility,Ride Sharing,Bengaluru,Nexus Venture Partners,Pre-Series A,113000,2023-11-12,2023,4
Licious,SaaS,HRTech,Chennai,Accel,Seed,173000,2025-05-17,2025,2
Licious,SaaS,HRTech,Chennai,Falcon Edge,Seed,173000,2025-05-17,2025,2
Licious,SaaS,HRTech,Chennai,Peak XV,Seed,173000,2025-05-17,2025,2
HealthRise,Retail,Grocery,Gurugram,Elevation Capital,Seed,82000,2020-03-21,2020,1
HealthRise,Retail,Grocery,Gurugram,Prosus Ventures,Seed,82000,2020-03-21,2020,1
UrbanDrive,RealEstate,Rental Tech,Pune,Blume Ventures,Series A,1187000,2024-12-17,2024,4
UrbanDrive,RealEstate,Rental Tech,Pune,Info Edge,Series A,1187000,2024-12-17,2024,4
UrbanDrive,RealEstate,Rental Tech,Pune,Sequoia Capital India,Series A,1187000,2024-12-17,2024,4
GrowthFlow,AgriTech,Supply Chain,Kolkata,Mirae Asset,Pre-Series A,977000,2024-06-11,2024,2
GrowthFlow,AgriTech,Supply Chain,Kolkata,Ribbit Capital,Pre-Series A,977000,2024-06-11,2024,2
EduBox,FinTech,Payments,Pune,Bessemer Venture Partners,Seed,164000,2024-06-01,2024,2
EduBox,FinTech,Payments,Pune,Nexus Venture Partners,Seed,164000,2024-06-01,2024,2
EduBox,FinTech,Payments,Pune,Tiger Global,Seed,164000,2024-06-01,2024,2
LogiRise,Enterprise,Automation,Delhi,Sequoia Capital India,Series B,47223000,2021-04-22,2021,2
SmartCare,FinTech,InsurTech,Ahmedabad,Blume Ventures,Pre-Seed,36000,2023-12-07,2023,4
SmartCare,FinTech,InsurTech,Ahmedabad,Nexus Venture Partners,Pre-Seed,36000,2023-12-07,2023,4
SmartCare,FinTech,InsurTech,Ahmedabad,Tiger Global,Pre-Seed,36000,2023-12-07,2023,4
BigBasket,Enterprise,Analytics,Kolkata,Tiger Global,Series A,6332000,2024-09-06,2024,3
BigBasket,Enterprise,Analytics,Kolkata,Zodius Capital,Series A,6332000,2024-09-06,2024,3
Porter,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Seed,826000,2024-07-05,2024,3
FoodFit,RealEstate,Rental Tech,Noida,Ventures India,Seed,450000,2024-09-09,2024,3
NoBroker,SaaS,B2B SaaS,Mumbai,Blume Ventures,Seed,285000,2024-03-31,2024,1
NoBroker,SaaS,B2B SaaS,Mumbai,Y Combinator,Seed,285000,2024-03-31,2024,1
Dream11,Consumer Electronics,Audio,Ahmedabad,Bessemer Venture Partners,Pre-Seed,52000,2020-07-23,2020,3
Dream11,Consumer Electronics,Audio,Ahmedabad,Omidyar Network,Pre-Seed,52000,2020-07-23,2020,3
Dream11,Consumer Electronics,Audio,Ahmedabad,Sequoia Capital India,Pre-Seed,52000,2020-07-23,2020,3
Myntra,E-commerce,Quick Commerce,Bengaluru,Kalaari Capital,Seed,181000,2020-07-01,2020,3
Myntra,E-commerce,Quick Commerce,Bengaluru,LCatterton,Seed,181000,2020-07-01,2020,3
Myntra,E-commerce,Quick Commerce,Bengaluru,Ribbit Capital,Seed,181000,2020-07-01,2020,3
FarmBox,EdTech,K12,Hyderabad,Peak XV,Series A,12394000,2022-04-23,2022,2
GrowthConnect,Media,Content,Ahmedabad,Y Combinator,Bridge,1071000,2023-07-08,2023,3
MediHive,EdTech,Test Prep,Noida,IFC,Bridge,1758000,2023-06-21,2023,2
ClearDekho,EdTech,Coding Bootcamp,Gurugram,Bessemer Venture Partners,Seed,79000,2021-01-31,2021,1
FarmBox,HealthTech,Telemedicine,Bengaluru,Info Edge,Series B,37933000,2021-08-06,2021,3
WorkStack,Retail,Grocery,Bengaluru,Bessemer Venture Partners,Seed,1593000,2020-04-17,2020,2
WorkStack,Retail,Grocery,Bengaluru,Blume Ventures,Seed,1593000,2020-04-17,2020,2
Myntra,Mobility,Ride Sharing,Mumbai,Omidyar Network,Angel,9000,2024-01-17,2024,1
Myntra,Mobility,Ride Sharing,Mumbai,SoftBank Vision Fund,Angel,9000,2024-01-17,2024,1
BlueRise,SaaS,DevTools,Mumbai,Ventures India,Seed,64000,2020-07-19,2020,3
CloudPay,EdTech,Test Prep,Kolkata,Nexus Venture Partners,Series A,7441000,2020-04-21,2020,2
CloudPay,EdTech,Test Prep,Kolkata,Peak XV,Series A,7441000,2020-04-21,2020,2
AutoFlow,SaaS,DevTools,Kolkata,Tiger Global,Series B,24587000,2023-07-18,2023,3
CloudPay,FinTech,NeoBank,Bengaluru,Blume Ventures,Seed,1116000,2020-08-15,2020,3
CloudPay,FinTech,NeoBank,Bengaluru,Info Edge,Seed,1116000,2020-08-15,2020,3
DataHive,Logistics,Fleet Management,Delhi,LCatterton,Series C,29202000,2023-07-30,2023,3
DataHive,Logistics,Fleet Management,Delhi,Omidyar Network,Series C,29202000,2023-07-30,2023,3
HomeFoods,Enterprise,Automation,Kolkata,Mirae Asset,Growth,407801000,2021-03-19,2021,1
UrbanStack,Media,Social,Gurugram,LCatterton,Seed,105000,2023-04-01,2023,2
WorkPay,FinTech,InsurTech,Bengaluru,Falcon Edge,Pre-Seed,29000,2022-08-21,2022,3
WorkPay,FinTech,InsurTech,Bengaluru,Sequoia Capital India,Pre-Seed,29000,2022-08-21,2022,3
WorkPay,FinTech,InsurTech,Bengaluru,Ventures India,Pre-Seed,29000,2022-08-21,2022,3
GrowthCare,Media,Social,Kolkata,Kedaara Capital,Series A,1560000,2020-06-19,2020,2
GrowthCare,Media,Social,Kolkata,Ventures India,Series A,1560000,2020-06-19,2020,2
Freshworks,EdTech,K12,Pune,Sequoia Capital India,Seed,1009000,2023-08-19,2023,3
BigBasket,HealthTech,Health Analytics,Ahmedabad,Mirae Asset,Series B,31619000,2020-02-19,2020,1
BigBasket,HealthTech,Health Analytics,Ahmedabad,Nexus Venture Partners,Series B,31619000,2020-02-19,2020,1
CoreConnect,Enterprise,Security,Kolkata,LCatterton,Series B,21321000,2020-01-03,2020,1
CoreConnect,Enterprise,Security,Kolkata,SoftBank Vision Fund,Series B,21321000,2020-01-03,2020,1
CoreConnect,Enterprise,Security,Kolkata,Tiger Global,Series B,21321000,2020-01-03,2020,1
GreenMart,Retail,Grocery,Ahmedabad,Bessemer Venture Partners,Series A,2643000,2024-06-15,2024,2
HealthRise,SaaS,B2B SaaS,Noida,LCatterton,Bridge,1271000,2023-10-13,2023,4
FreshToHome,FoodTech,Food Delivery,Kolkata,Blume Ventures,Series A,2894000,2022-01-18,2022,1
CRED,Mobility,Micro Mobility,Gurugram,A91 Partners,Seed,1017000,2021-11-16,2021,4
GrowthCare,Retail,Fashion,Gurugram,SoftBank Vision Fund,Series C,65689000,2024-04-07,2024,2
NextStack,FoodTech,Food Delivery,Bengaluru,Falcon Edge,Seed,201000,2021-12-08,2021,4
NextStack,FoodTech,Food Delivery,Bengaluru,Mirae Asset,Seed,201000,2021-12-08,2021,4
NeoTech,Mobility,Micro Mobility,Noida,Prosus Ventures,Angel,20000,2022-07-14,2022,3
NeoTech,Mobility,Micro Mobility,Noida,Y Combinator,Angel,20000,2022-07-14,2022,3
Byju's,EdTech,Coding Bootcamp,Mumbai,Elevation Capital,Seed,152000,2025-01-12,2025,1
Dunzo,E-commerce,Marketplace,Hyderabad,Lightspeed India,Seed,788000,2020-10-30,2020,4
Dunzo,E-commerce,Marketplace,Hyderabad,Nexus Venture Partners,Seed,788000,2020-10-30,2020,4
DataAnalytics,RealEstate,Rental Tech,Delhi,Sequoia Capital India,Series A,3902000,2022-05-10,2022,2
DataAnalytics,RealEstate,Rental Tech,Delhi,Ventures India,Series A,3902000,2022-05-10,2022,2
FinFoods_744,Enterprise,Analytics,Noida,Ribbit Capital,Series B,9519000,2022-04-23,2022,2
FinFoods_744,Enterprise,Analytics,Noida,SoftBank Vision Fund,Series B,9519000,2022-04-23,2022,2
NeoSense,RealEstate,Rental Tech,Noida,Elevation Capital,Series D,396775000,2022-06-30,2022,2
NeoSense,RealEstate,Rental Tech,Noida,Nexus Venture Partners,Series D,396775000,2022-06-30,2022,2
BigBasket,HealthTech,Pharmacy,Gurugram,Bessemer Venture Partners,Series A,2828000,2025-06-11,2025,2
Postman,HealthTech,Pharmacy,Hyderabad,Kedaara Capital,Series A,4358000,2020-12-06,2020,4
Postman,HealthTech,Pharmacy,Hyderabad,Peak XV,Series A,4358000,2020-12-06,2020,4
SmartTech,HealthTech,Diagnostics,Delhi,A91 Partners,Seed,1416000,2020-03-25,2020,1
Dailyhunt,Logistics,Supply Chain,Delhi,Prosus Ventures,Seed,500000,2023-12-19,2023,4
FoodSolutions,Consumer Electronics,Smart Home,Delhi,Kalaari Capital,Series A,1372000,2020-09-05,2020,3
Chargebee,Retail,E-Retail,Kolkata,Tiger Global,Angel,84000,2020-11-15,2020,4
ClearDekho,SaaS,HRTech,Kolkata,Bessemer Venture Partners,Angel,33000,2025-06-08,2025,2
ClearDekho,SaaS,HRTech,Kolkata,Prosus Ventures,Angel,33000,2025-06-08,2025,2
Ola,SaaS,B2B SaaS,Kolkata,A91 Partners,Angel,14000,2020-10-12,2020,4
Ola,SaaS,B2B SaaS,Kolkata,Kalaari Capital,Angel,14000,2020-10-12,2020,4
Ola,SaaS,B2B SaaS,Kolkata,SoftBank Vision Fund,Angel,14000,2020-10-12,2020,4
HomeAnalytics,E-commerce,D2C,Bengaluru,Bessemer Venture Partners,Series A,1458000,2021-02-03,2021,1
HomeAnalytics,E-commerce,D2C,Bengaluru,Falcon Edge,Series A,1458000,2021-02-03,2021,1
QuantumSolutions,E-commerce,Grocery,Kolkata,Tiger Global,Series B,45193000,2025-05-15,2025,2
DriveFit,SaaS,B2B SaaS,Pune,Y Combinator,Pre-Series A,417000,2024-01-06,2024,1
HealthAnalytics,Logistics,Supply Chain,Noida,Kalaari Capital,Seed,358000,2024-01-30,2024,1
HealthAnalytics,Logistics,Supply Chain,Noida,Ventures India,Seed,358000,2024-01-30,2024,1
Ola,Logistics,Last Mile,Chennai,Zodius Capital,Series B,59611000,2022-04-28,2022,2
Unacademy,HealthTech,Diagnostics,Hyderabad,Tiger Global,Series A,8462000,2024-11-11,2024,4
UrbanSolutions,FoodTech,Grocery,Hyderabad,Kedaara Capital,Pre-Series A,142000,2023-02-12,2023,1
UrbanSolutions,FoodTech,Grocery,Hyderabad,Ventures India,Pre-Series A,142000,2023-02-12,2023,1
FinSense,Enterprise,Security,Hyderabad,Zodius Capital,Series A,2326000,2020-03-27,2020,1
Oyo,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,125000,2024-06-08,2024,2
Delhivery,RealEstate,Rental Tech,Kolkata,Kalaari Capital,Seed,778000,2023-09-25,2023,3
NeoLabs,RealEstate,PropTech,Bengaluru,Tiger Global,Seed,57000,2021-07-21,2021,3
ShareChat,AgriTech,Smart Farming,Ahmedabad,Prosus Ventures,Series A,4680000,2021-06-12,2021,2
ShareChat,AgriTech,Smart Farming,Ahmedabad,Tiger Global,Series A,4680000,2021-06-12,2021,2
ShareChat,AgriTech,Smart Farming,Ahmedabad,Zodius Capital,Series A,4680000,2021-06-12,2021,2
NimbusWorks,AgriTech,Supply Chain,Hyderabad,SoftBank Vision Fund,Seed,833000,2020-04-29,2020,2
HyperSpace,FinTech,WealthTech,Pune,Tiger Global,Pre-Series A,753000,2025-02-10,2025,1
Cars24,Mobility,Micro Mobility,Mumbai,Accel,Series A,2525000,2024-04-18,2024,2
Cars24,Mobility,Micro Mobility,Mumbai,Blume Ventures,Series A,2525000,2024-04-18,2024,2
Cars24,Mobility,Micro Mobility,Mumbai,Ventures India,Series A,2525000,2024-04-18,2024,2
AgriSense,Enterprise,Automation,Hyderabad,Falcon Edge,Seed,1034000,2023-11-30,2023,4
AgriSense,Enterprise,Automation,Hyderabad,Y Combinator,Seed,1034000,2023-11-30,2023,4
SmartCare_770,Mobility,EV,Pune,LCatterton,Series C,26986000,2022-04-23,2022,2
BharatPe,E-commerce,Marketplace,Delhi,Bessemer Venture Partners,Series A,9897000,2024-08-30,2024,3
Porter,FoodTech,Food Delivery,Mumbai,Mirae Asset,Seed,80000,2020-09-25,2020,3
FreshTech,HealthTech,Health Analytics,Ahmedabad,Blume Ventures,Series A,2933000,2025-06-09,2025,2
Oyo,FinTech,Payments,Gurugram,Prosus Ventures,Seed,947000,2023-11-22,2023,4
BigBasket,HealthTech,Diagnostics,Delhi,Accel,Debt,254000,2022-05-20,2022,2
BigBasket,HealthTech,Diagnostics,Delhi,Sequoia Capital India,Debt,254000,2022-05-20,2022,2
BigBasket,HealthTech,Diagnostics,Delhi,Ventures India,Debt,254000,2022-05-20,2022,2
AgriHive,FinTech,Lending,Mumbai,Mirae Asset,Pre-Seed,34000,2023-09-13,2023,3
AgriHive,FinTech,Lending,Mumbai,Omidyar Network,Pre-Seed,34000,2023-09-13,2023,3
AutoStack_777,Logistics,Fleet Management,Bengaluru,LCatterton,Series C,141405000,2024-05-21,2024,2
CoreFlow,EdTech,K12,Pune,Peak XV,Pre-Seed,105000,2020-10-25,2020,4
CoreFlow,EdTech,K12,Pune,Y Combinator,Pre-Seed,105000,2020-10-25,2020,4
BharatPe,Enterprise,Automation,Ahmedabad,Accel,Seed,532000,2023-03-13,2023,1
UrbanStack,Media,Social,Hyderabad,Kedaara Capital,Seed,647000,2024-03-24,2024,1
UrbanStack,Media,Social,Hyderabad,Sequoia Capital India,Seed,647000,2024-03-24,2024,1
Meesho,Mobility,Micro Mobility,Kolkata,Info Edge,Pre-Series A,349000,2023-04-22,2023,2
AeroStack,SaaS,MarTech,Chennai,Accel,Seed,127000,2021-04-11,2021,2
AeroStack,SaaS,MarTech,Chennai,Tiger Global,Seed,127000,2021-04-11,2021,2
NeoTech,Mobility,Ride Sharing,Kolkata,A91 Partners,Series C,51004000,2023-12-14,2023,4
Razorpay,E-commerce,D2C,Kolkata,Omidyar Network,Seed,98000,2021-08-03,2021,3
Razorpay,E-commerce,D2C,Kolkata,SoftBank Vision Fund,Seed,98000,2021-08-03,2021,3
Ola,EdTech,Coding Bootcamp,Hyderabad,IFC,Debt,28306000,2022-05-26,2022,2
FarmBox,SaaS,DevTools,Bengaluru,Accel,Debt,3755000,2022-10-03,2022,4
FarmBox,SaaS,DevTools,Bengaluru,Info Edge,Debt,3755000,2022-10-03,2022,4
FarmBox,SaaS,DevTools,Bengaluru,Prosus Ventures,Debt,3755000,2022-10-03,2022,4
WorkFit,FoodTech,Food Delivery,Ahmedabad,Tiger Global,Bridge,219000,2024-02-27,2024,1
BlueRise,AgriTech,Smart Farming,Mumbai,Mirae Asset,Seed,275000,2022-05-19,2022,2
BlueRise,AgriTech,Smart Farming,Mumbai,Ventures India,Seed,275000,2022-05-19,2022,2
SkillFlow,Retail,Fashion,Chennai,Peak XV,Pre-Series A,886000,2023-09-27,2023,3
SkillFlow,Retail,Fashion,Chennai,Tiger Global,Pre-Series A,886000,2023-09-27,2023,3
QuantumSolutions,Consumer Electronics,Audio,Mumbai,Ribbit Capital,Seed,88000,2022-10-15,2022,4
HyperSpace_791,Media,Social,Mumbai,Y Combinator,Series A,4892000,2020-02-24,2020,1
NeoSense,AgriTech,Marketplace,Mumbai,Bessemer Venture Partners,Series C,78705000,2023-09-15,2023,3
NeoSense,AgriTech,Marketplace,Mumbai,Ventures India,Series C,78705000,2023-09-15,2023,3
CloudPay,Consumer Electronics,Wearables,Noida,A91 Partners,Seed,477000,2021-12-04,2021,4
CloudPay,Consumer Electronics,Wearables,Noida,Peak XV,Seed,477000,2021-12-04,2021,4
GreenMart,E-commerce,Fashion,Kolkata,Info Edge,Seed,53000,2022-02-09,2022,1
GreenMart,E-commerce,Fashion,Kolkata,Sequoia Capital India,Seed,53000,2022-02-09,2022,1
Oyo,Media,Social,Kolkata,A91 Partners,Series A,10610000,2021-10-01,2021,4
Oyo,Media,Social,Kolkata,Kalaari Capital,Series A,10610000,2021-10-01,2021,4
Oyo,Media,Social,Kolkata,Ventures India,Series A,10610000,2021-10-01,2021,4
NeoLabs,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Series A,12481000,2023-02-25,2023,1
DriveFit,AgriTech,Smart Farming,Ahmedabad,SoftBank Vision Fund,Series B,23958000,2024-04-18,2024,2
ClearTax,AgriTech,Supply Chain,Delhi,Omidyar Network,Series D,248669000,2021-12-15,2021,4
ClearTax,AgriTech,Supply Chain,Delhi,Ribbit Capital,Series D,248669000,2021-12-15,2021,4
ClearTax,AgriTech,Supply Chain,Delhi,Ventures India,Series D,248669000,2021-12-15,2021,4
QuantumAnalytics,SaaS,HRTech,Chennai,Matrix Partners India,Pre-Series A,837000,2023-09-16,2023,3
FreshTech,Media,Social,Hyderabad,Falcon Edge,Seed,679000,2020-12-13,2020,4
GrowthConnect,Enterprise,Security,Ahmedabad,Sequoia Capital India,Series A,1511000,2022-05-12,2022,2
CoreSpace,SaaS,MarTech,Ahmedabad,Zodius Capital,Pre-Series A,377000,2023-03-18,2023,1
Practo,Media,Streaming,Gurugram,Omidyar Network,Seed,469000,2022-10-26,2022,4
Practo,Media,Streaming,Gurugram,SoftBank Vision Fund,Seed,469000,2022-10-26,2022,4
Practo,Media,Streaming,Gurugram,Y Combinator,Seed,469000,2022-10-26,2022,4
DriveEdge,RealEstate,PropTech,Noida,Elevation Capital,Seed,239000,2021-06-27,2021,2
FoodFit,AgriTech,Marketplace,Mumbai,Omidyar Network,Series B,38525000,2023-03-30,2023,1
SkillFlow_806,Retail,Fashion,Kolkata,Ribbit Capital,Pre-Series A,860000,2021-12-12,2021,4
Oyo,Mobility,EV,Chennai,Kalaari Capital,Series B,65083000,2021-10-03,2021,4
AutoStack,Consumer Electronics,Smart Home,Noida,A91 Partners,Seed,264000,2020-02-08,2020,1
AutoStack,Consumer Electronics,Smart Home,Noida,IFC,Seed,264000,2020-02-08,2020,1
AutoStack,Consumer Electronics,Smart Home,Noida,Kedaara Capital,Seed,264000,2020-02-08,2020,1
Meesho,RealEstate,Rental Tech,Kolkata,IFC,Seed,76000,2023-07-30,2023,3
Meesho,RealEstate,Rental Tech,Kolkata,Zodius Capital,Seed,76000,2023-07-30,2023,3
DriveEdge,Media,Streaming,Bengaluru,Nexus Venture Partners,Series A,14397000,2022-01-16,2022,1
Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,1104000,2024-08-27,2024,3
Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,79000,2023-05-16,2023,2
Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,1494000,2024-08-21,2024,3
DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,1238000,2020-02-29,2020,1
QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,81514000,2020-04-23,2020,2
Delhivery,Enterprise,Analytics,Chennai,Kalaari Capital,Angel,29000,2023-10-07,2023,4
Delhivery,Enterprise,Analytics,Chennai,LCatterton,Angel,29000,2023-10-07,2023,4
Delhivery,Enterprise,Analytics,Chennai,Zodius Capital,Angel,29000,2023-10-07,2023,4
FinSense,AgriTech,Marketplace,Noida,Peak XV,Angel,17000,2022-12-04,2022,4
FinSense,AgriTech,Marketplace,Noida,Zodius Capital,Angel,17000,2022-12-04,2022,4
AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,61000,2024-07-10,2024,3
