Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Year,Quarter,Log_Amount,Stage_Group
Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,1104000,2024-08-27,2024,3,6.04296907339318,Early
Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,79000,2023-05-16,2023,2,4.897627091290442,Early
Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,1494000,2024-08-21,2024,3,6.17435059747938,Early
DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,1238000,2020-02-29,2020,1,6.092720644684099,Early
QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,81514000,2020-04-23,2020,2,7.911232205066201,Late
Delhivery,Enterprise,Analytics,Chennai,"Kalaari Capital, LCatterton, Zodius Capital",Angel,29000,2023-10-07,2023,4,4.4623979978989565,Early
FinSense,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Angel,17000,2022-12-04,2022,4,4.230448921378274,Early
AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,61000,2024-07-10,2024,3,4.785329835010767,Early
UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,172000,2020-08-06,2020,3,5.235528446907549,Early
SkillSolutions,Logistics,Fleet Management,Bengaluru,"Info Edge, Peak XV, SoftBank Vision Fund",Series A,8795000,2022-02-06,2022,1,6.94423584379348,Growth
LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,1013000,2022-01-23,2022,1,6.005609445360281,Growth
GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,171000,2022-02-26,2022,1,5.232996110392154,Early
ShareChat,Retail,Fashion,Mumbai,"Kalaari Capital, LCatterton",Series A,2940000,2021-04-29,2021,2,6.468347330412158,Growth
DriveFit,Logistics,Supply Chain,Mumbai,Elevation Capital,Angel,25000,2024-03-29,2024,1,4.3979400086720375,Early
BharatPe,Consumer Electronics,Smart Home,Pune,"IFC, Kalaari Capital, Sequoia Capital India",Growth,566555000,2024-04-19,2024,2,8.753242076665533,Late
NeoLabs,FoodTech,Food Delivery,Chennai,Zodius Capital,Growth,124717000,2024-08-06,2024,3,8.095925655587491,Late
Swiggy,Mobility,Ride Sharing,Pune,"Info Edge, Ventures India",Pre-Series A,222000,2024-02-02,2024,1,5.346352974450639,Early
ClearTax,Retail,E-Retail,Delhi,"Kalaari Capital, Nexus Venture Partners, Ribbit Capital",Series B,38638000,2024-06-08,2024,2,7.5870146381512305,Growth
HyperLabs,E-commerce,Marketplace,Gurugram,"IFC, Prosus Ventures, Ventures India",Series A,3403000,2025-06-08,2025,2,6.531861949095809,Growth
FoodLoop,Enterprise,Automation,Delhi,"Bessemer Venture Partners, Zodius Capital",Seed,114000,2023-11-08,2023,4,5.056904851336473,Early
BlueRise,SaaS,DevTools,Chennai,"Lightspeed India, Peak XV",Growth,165015000,2025-04-18,2025,2,8.217523423735946,Late
HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,7389000,2020-12-11,2020,4,6.868585666558766,Growth
DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,96000,2023-03-07,2023,1,4.982271233039568,Early
DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,314000,2024-01-01,2024,1,5.496929648073215,Early
NextStack,Consumer Electronics,Wearables,Delhi,"Lightspeed India, Zodius Capital",Series A,3110000,2021-02-27,2021,1,6.492760389026838,Growth
FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,1461000,2021-06-20,2021,2,6.164650215934297,Early
LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,190000,2022-08-18,2022,3,5.278753600952829,Early
AutoMart,Media,Content,Chennai,Accel,Series B,25007000,2021-06-08,2021,2,7.398061594105804,Growth
HealthWorks_839,EdTech,Coding Bootcamp,Pune,"Omidyar Network, Tiger Global, Ventures India",Debt,5087000,2025-04-07,2025,2,6.706461737631355,Other
FarmFit_840,Mobility,Micro Mobility,Chennai,"A91 Partners, Tiger Global, Y Combinator",Seed,52000,2022-03-19,2022,1,4.7160033436347994,Early
EduTech,Mobility,EV,Pune,SoftBank Vision Fund,Growth,288051000,2020-09-27,2020,3,8.459469387265125,Late
Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,96000,2025-06-27,2025,2,4.982271233039568,Early
QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,13499000,2024-04-08,2024,2,7.130301597341845,Growth
DriveEdge,SaaS,MarTech,Delhi,"Blume Ventures, Info Edge, Ribbit Capital",Series A,1496000,2025-03-05,2025,1,6.174931593528442,Growth
Udaan,EdTech,K12,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series A,3074000,2020-11-30,2020,4,6.487703863163726,Growth
NimbusLabs_846,SaaS,MarTech,Kolkata,"Accel, IFC, Nexus Venture Partners",Series A,1260000,2024-09-28,2024,3,6.1003705451175625,Growth
HealthAnalytics,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Angel,99000,2023-04-14,2023,2,4.99563519459755,Early
MediHive,AgriTech,Supply Chain,Chennai,"LCatterton, Prosus Ventures",Angel,23000,2021-05-19,2021,2,4.361727836017593,Early
GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,394000,2025-03-17,2025,1,5.595496221825574,Early
HyperLoop_850,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,1199000,2025-05-10,2025,2,6.078819183098848,Growth
MediHive,FinTech,NeoBank,Kolkata,"Bessemer Venture Partners, LCatterton, Nexus Venture Partners",Seed,795000,2024-02-07,2024,1,5.9003671286564705,Early
Postman,Retail,Fashion,Hyderabad,"Peak XV, Tiger Global, Y Combinator",Seed,108000,2020-04-23,2020,2,5.033423755486949,Early
FoodFit,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Pre-Seed,158000,2021-03-02,2021,1,5.198657086954422,Early
CoreConnect,Retail,Fashion,Delhi,"LCatterton, Ventures India",Seed,107000,2022-10-02,2022,4,5.02938377768521,Early
LogiSense,E-commerce,D2C,Noida,"A91 Partners, Mirae Asset",Seed,101000,2022-07-01,2022,3,5.004321373782642,Early
Innovaccer,E-commerce,Fashion,Pune,"Info Edge, SoftBank Vision Fund, Tiger Global",Series A,1104000,2022-06-08,2022,2,6.04296907339318,Growth
SmartMart,RealEstate,Rental Tech,Delhi,"Accel, Mirae Asset, Ribbit Capital",Angel,21000,2022-12-15,2022,4,4.3222192947339195,Early
HealthRise,Consumer Electronics,Wearables,Delhi,Zodius Capital,Debt,3346000,2023-11-02,2023,4,6.524525936626376,Other
DriveLoop,FinTech,NeoBank,Mumbai,Falcon Edge,Angel,6000,2022-11-17,2022,4,3.7781512503836434,Early
Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,163351000,2021-12-28,2021,4,8.213121797477832,Late
AeroAnalytics_861,Media,Streaming,Kolkata,"Kalaari Capital, Tiger Global",Seed,266000,2021-01-08,2021,1,5.424881636631067,Early
Delhivery,SaaS,MarTech,Kolkata,Tiger Global,Series A,4137000,2021-06-26,2021,2,6.616685520895512,Growth
DataEdge,E-commerce,Grocery,Hyderabad,"Falcon Edge, Sequoia Capital India",Growth,160008000,2020-08-05,2020,3,8.20414169683717,Late
Porter,FinTech,Lending,Kolkata,"Mirae Asset, Omidyar Network, Tiger Global",Series A,2960000,2022-04-09,2022,2,6.471291711058939,Growth
ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,91037000,2020-06-28,2020,2,7.959217937705293,Late
FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,89000,2023-08-21,2023,3,4.949390006644912,Early
DriveEdge,Enterprise,Automation,Gurugram,"Kalaari Capital, Nexus Venture Partners",Seed,98000,2024-04-25,2024,2,4.991226075692495,Early
Porter,HealthTech,Diagnostics,Kolkata,IFC,Bridge,1201000,2022-08-23,2022,3,6.079543007402906,Other
HomeMart,AgriTech,Smart Farming,Bengaluru,"IFC, Info Edge, Kalaari Capital",Seed,1639000,2020-07-29,2020,3,6.214578953570499,Early
NimbusLabs,AgriTech,Marketplace,Noida,"Falcon Edge, Kalaari Capital",Debt,1018000,2020-03-16,2020,1,6.00774777800074,Other
Myntra,EdTech,Test Prep,Noida,A91 Partners,Pre-Seed,37000,2023-03-26,2023,1,4.568201724066995,Early
NextStack,FoodTech,Food Delivery,Mumbai,"Kedaara Capital, Sequoia Capital India, Y Combinator",Series A,5720000,2025-04-06,2025,2,6.757396028793024,Growth
SmartTech,Consumer Electronics,Wearables,Kolkata,"LCatterton, SoftBank Vision Fund",Seed,226000,2021-03-25,2021,1,5.354108439147401,Early
InMobi,HealthTech,Pharmacy,Chennai,"Mirae Asset, Ribbit Capital, Y Combinator",Bridge,55000,2024-09-02,2024,3,4.740362689494244,Other
BharatPe,AgriTech,Supply Chain,Hyderabad,"Blume Ventures, Mirae Asset",Series B,7709000,2020-06-25,2020,2,6.886998045671099,Growth
NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global,Seed,701000,2023-02-14,2023,1,5.845718017966659,Early
Licious,Logistics,Supply Chain,Delhi,"Sequoia Capital India, Tiger Global",Seed,568000,2024-10-26,2024,4,5.754348335711019,Early
Paytm,E-commerce,Grocery,Gurugram,"Matrix Partners India, SoftBank Vision Fund",Seed,55000,2021-04-03,2021,2,4.740362689494244,Early
AgriFit,Retail,Fashion,Hyderabad,"Accel, IFC, Omidyar Network",Angel,10000,2024-10-13,2024,4,4.0,Early
Postman,Consumer Electronics,Wearables,Mumbai,"IFC, Omidyar Network",Bridge,117000,2024-05-19,2024,2,5.068185861746161,Other
Zomato,Enterprise,Automation,Bengaluru,"Lightspeed India, Nexus Venture Partners, Y Combinator",Series A,6169000,2020-12-08,2020,4,6.7902147702439795,Growth
Cars24,Media,Content,Noida,Blume Ventures,Series A,1055000,2024-11-17,2024,4,6.023252459633712,Growth
Mobikwik,SaaS,DevTools,Mumbai,"Sequoia Capital India, Ventures India",Series D,63545000,2022-06-18,2022,2,7.8030813840349875,Late
FarmBox,Mobility,Ride Sharing,Mumbai,"Prosus Ventures, Y Combinator",Seed,956000,2024-01-04,2024,1,5.9804578922761005,Early
WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,97000,2022-05-28,2022,2,4.986771734266245,Early
ShareChat,FinTech,InsurTech,Delhi,"Accel, Peak XV",Series C,117144000,2024-01-09,2024,1,8.068720049368126,Late
HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,120000,2024-04-03,2024,2,5.079181246047625,Early
WorkPay,FinTech,NeoBank,Hyderabad,"IFC, Kedaara Capital",Pre-Series A,126000,2024-12-19,2024,4,5.1003705451175625,Early
HyperLabs,FinTech,WealthTech,Noida,"Kalaari Capital, LCatterton, Ribbit Capital",Series A,1932000,2020-10-27,2020,4,6.286007122079474,Growth
Ola,Media,Content,Chennai,Accel,Series C,141411000,2024-12-09,2024,4,8.150483193431825,Late
WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,10148000,2023-01-12,2023,1,7.006380458549693,Growth
FreshTech,Retail,Fashion,Delhi,"Matrix Partners India, Omidyar Network",Pre-Seed,135000,2024-12-28,2024,4,5.1303337684950066,Early
Oyo,Media,Content,Noida,Matrix Partners India,Seed,216000,2020-05-02,2020,2,5.334453751150931,Early
ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,122112000,2025-04-11,2025,2,8.086758344351964,Late
MediHive,EdTech,K12,Pune,"A91 Partners, Nexus Venture Partners, Y Combinator",Seed,107000,2023-09-27,2023,3,5.02938377768521,Early
LogiMart,Mobility,Micro Mobility,Gurugram,"Accel, Kedaara Capital",Series C,44238000,2022-01-09,2022,1,7.645795484286742,Late
Flipkart,E-commerce,Quick Commerce,Bengaluru,"Accel, Lightspeed India",Pre-Series A,788000,2020-09-23,2020,3,5.896526217489555,Early
CoreConnect,Mobility,EV,Hyderabad,"Prosus Ventures, Tiger Global",Series A,1036000,2023-07-27,2023,3,6.015359755409214,Growth
NeoLabs,FoodTech,Cloud Kitchen,Delhi,"Falcon Edge, Info Edge, Tiger Global",Series A,1261000,2022-09-19,2022,3,6.100715086573081,Growth
Housejoy,Media,Social,Kolkata,Peak XV,Series A,1756000,2024-03-08,2024,1,6.244524511570083,Growth
Nykaa,E-commerce,Grocery,Chennai,"Elevation Capital, Falcon Edge",Seed,55000,2022-01-26,2022,1,4.740362689494244,Early
Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,98000,2022-09-22,2022,3,4.991226075692495,Early
SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,382861000,2021-03-17,2021,1,8.583041129347347,Late
NeoLabs_904,Mobility,EV,Mumbai,A91 Partners,Growth,152047000,2022-05-05,2022,2,8.18197785561268,Late
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,"Ribbit Capital, Ventures India",Seed,1346000,2020-10-10,2020,4,6.129045059887958,Early
EduMart,Media,Content,Mumbai,"Kalaari Capital, Matrix Partners India",Series C,182986000,2023-09-22,2023,3,8.26241786374501,Late
AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,12899000,2024-11-08,2024,4,7.110556042755381,Growth
FreshTech,E-commerce,Grocery,Mumbai,"A91 Partners, Tiger Global",Seed,130000,2023-06-21,2023,2,5.113943352306837,Early
FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global,Series B,14327000,2022-12-25,2022,4,7.156155260889687,Growth
SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,98917000,2023-05-27,2023,2,7.995270936407388,Late
FarmFit,FinTech,WealthTech,Chennai,"Matrix Partners India, SoftBank Vision Fund",Seed,134000,2020-02-19,2020,1,5.127104798364807,Early
Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,500000,2021-01-09,2021,1,5.698970004336019,Early
HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,226000,2025-05-22,2025,2,5.354108439147401,Early
NimbusMart,E-commerce,D2C,Delhi,Y Combinator,Pre-Series A,356000,2021-10-25,2021,4,5.551449997972875,Early
Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,65156000,2023-04-15,2023,2,7.813954414628949,Late
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,"Kalaari Capital, Mirae Asset",Seed,148000,2022-08-09,2022,3,5.1702617153949575,Early
Freshworks,RealEstate,PropTech,Bengaluru,"Matrix Partners India, Prosus Ventures",Seed,1654000,2025-05-27,2025,2,6.218535505216527,Early
FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,290119000,2022-10-21,2022,4,8.462576171839377,Late
SmartCare,HealthTech,Diagnostics,Noida,"Info Edge, Sequoia Capital India",Bridge,84000,2025-05-22,2025,2,4.924279286061882,Other
SmartMart,AgriTech,Smart Farming,Delhi,"Elevation Capital, Matrix Partners India",Pre-Seed,148000,2025-03-26,2025,1,5.1702617153949575,Early
QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,3743000,2022-11-11,2022,4,6.573219827114422,Growth
CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,59720000,2024-08-27,2024,3,7.776119799052988,Growth
QuantumSolutions,EdTech,UpSkilling,Pune,"Info Edge, Matrix Partners India, Tiger Global",Series B,45929000,2025-06-29,2025,2,7.662086989741682,Growth
DataHive,AgriTech,Smart Farming,Bengaluru,"LCatterton, Omidyar Network, Sequoia Capital India",Angel,18000,2020-09-30,2020,3,4.2552725051033065,Early
MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,21255000,2023-01-07,2023,1,7.327461109303141,Late
Dunzo,Mobility,Ride Sharing,Kolkata,"Y Combinator, Zodius Capital",Series B,10531000,2021-12-23,2021,4,7.022469612767769,Growth
EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,369000,2022-01-28,2022,1,5.567026366159061,Early
HomeAnalytics,Retail,Grocery,Pune,"Ribbit Capital, Zodius Capital",Seed,517000,2024-07-29,2024,3,5.713490543093942,Early
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,"Kedaara Capital, Lightspeed India",Seed,129000,2025-01-26,2025,1,5.110589710299249,Early
AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,1458000,2023-02-04,2023,1,6.163757523981956,Growth
NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,50620000,2020-09-17,2020,3,7.704322140822235,Growth
HomeFoods,Media,Content,Gurugram,"Omidyar Network, Prosus Ventures",Series D,482361000,2020-02-17,2020,1,8.683372186840442,Late
AutoFlow_933,FoodTech,Grocery,Bengaluru,"Kalaari Capital, Zodius Capital",Series D,167749000,2021-10-23,2021,4,8.224659939894524,Late
NeoTech,Consumer Electronics,Wearables,Pune,"Elevation Capital, Kalaari Capital, Lightspeed India",Series A,1592000,2020-03-30,2020,1,6.20194306340165,Growth
EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global,Seed,137000,2023-03-17,2023,1,5.136720567156407,Early
Zepto,Media,Content,Mumbai,SoftBank Vision Fund,Angel,5000,2021-02-07,2021,1,3.6989700043360187,Early
Byju's,RealEstate,Rental Tech,Mumbai,Omidyar Network,Pre-Seed,164000,2022-06-03,2022,2,5.214843848047698,Early
WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,77000,2021-11-28,2021,4,4.886490725172482,Early
FinSpace,Retail,Fashion,Ahmedabad,"Info Edge, Nexus Venture Partners, Tiger Global",Series A,4765000,2020-07-14,2020,3,6.678062904974345,Growth
GreenMart,Enterprise,Automation,Mumbai,"Omidyar Network, Tiger Global",Series C,42009000,2020-05-06,2020,2,7.623342343531543,Late
Paytm,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, Ribbit Capital",Series A,4485000,2021-08-26,2021,3,6.6517624473801105,Growth
Flipkart,EdTech,Test Prep,Kolkata,"IFC, Ribbit Capital",Pre-Series A,448000,2024-06-16,2024,2,5.6512780139981444,Early
BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,9459000,2023-04-18,2023,2,6.975845225467567,Growth
UrbanStack,E-commerce,Grocery,Gurugram,"Falcon Edge, Mirae Asset, Y Combinator",Angel,9000,2020-09-15,2020,3,3.9542425094393248,Early
Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,20605000,2020-05-03,2020,2,7.313972618860607,Late
DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,1449000,2023-01-13,2023,1,6.161068385471174,Growth
FreshTech,Logistics,Supply Chain,Bengaluru,"Matrix Partners India, Nexus Venture Partners, Zodius Capital",Series A,11442000,2023-09-08,2023,3,7.05850194342965,Growth
Udaan,FoodTech,Food Delivery,Gurugram,Bessemer Venture Partners,Bridge,1256000,2023-08-04,2023,3,6.098989639401177,Other
DataHive,Consumer Electronics,Smart Home,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,5042000,2021-11-09,2021,4,6.702602841340427,Growth
Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,458000,2024-11-29,2024,4,5.66086547800387,Early
Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,6055000,2021-03-12,2021,1,6.782114147479071,Growth
FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,95000,2020-01-14,2020,1,4.977723605288848,Early
Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,1459000,2022-06-20,2022,2,6.164055291893452,Early
ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,234000,2020-12-22,2020,4,5.3692158574101425,Early
NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,205000,2020-12-26,2020,4,5.311753861055754,Early
DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,339000,2021-03-06,2021,1,5.5301996982030825,Early
Nykaa,Retail,Grocery,Delhi,IFC,Bridge,59000,2025-06-24,2025,2,4.770852011642144,Other
Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,31376000,2021-01-27,2021,1,7.496597576323709,Late
DriveLoop,EdTech,Test Prep,Ahmedabad,"Elevation Capital, Nexus Venture Partners",Series A,7379000,2024-10-15,2024,4,6.867997510344951,Growth
LogiMart_960,Retail,Grocery,Delhi,"LCatterton, Lightspeed India",Series D,60502000,2025-06-06,2025,2,7.781769731257548,Late
HealthRise,Retail,Fashion,Ahmedabad,"Ribbit Capital, Ventures India",Seed,463000,2022-11-07,2022,4,5.665580991017953,Early
NimbusWorks,Consumer Electronics,Audio,Pune,"Mirae Asset, Peak XV",Series B,9872000,2022-12-12,2022,4,6.994405146689166,Growth
FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,210000,2025-01-06,2025,1,5.3222192947339195,Early
FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,2185000,2025-03-30,2025,1,6.339451441306441,Growth
WorkFit,E-commerce,D2C,Kolkata,"Falcon Edge, Tiger Global",Series A,2620000,2021-04-16,2021,2,6.418301291319746,Growth
BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,524000,2022-10-15,2022,4,5.719331286983727,Early
GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,198000,2020-06-17,2020,2,5.296665190261531,Early
HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,404000,2020-03-19,2020,1,5.606381365110605,Early
FreshBox,Media,Streaming,Hyderabad,Tiger Global,Seed,289000,2023-05-22,2023,2,5.460897842756548,Early
Swiggy,FinTech,WealthTech,Hyderabad,"Peak XV, Zodius Capital",Series C,120661000,2024-05-22,2024,2,8.08156692028987,Late
UrbanStack,Mobility,Ride Sharing,Chennai,"Lightspeed India, Matrix Partners India, Omidyar Network",Seed,1584000,2024-01-21,2024,1,6.199755177253475,Early
InMobi,Media,Content,Pune,Info Edge,Series C,145412000,2021-10-03,2021,4,8.162600247779816,Late
SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,164000,2023-03-28,2023,1,5.214843848047698,Early
MediSpace,RealEstate,Home Services,Pune,"Prosus Ventures, Ventures India",Seed,56000,2022-05-21,2022,2,4.748188027006201,Early
Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,40689000,2025-03-03,2025,1,7.609477016473619,Late
FreshBox,Retail,Fashion,Ahmedabad,"Kalaari Capital, Lightspeed India",Series A,5010000,2022-03-11,2022,1,6.699837725867246,Growth
AeroHub,E-commerce,D2C,Ahmedabad,Accel,Bridge,60000,2023-08-01,2023,3,4.778151250383644,Other
Zomato,RealEstate,Rental Tech,Delhi,"Blume Ventures, Mirae Asset",Pre-Seed,63000,2023-11-12,2023,4,4.799340549453582,Early
CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,452000,2023-09-12,2023,3,5.6551384348113825,Early
MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,172000,2020-08-14,2020,3,5.235528446907549,Early
GrowthCare,FoodTech,Cloud Kitchen,Delhi,"Prosus Ventures, Zodius Capital",Growth,382414000,2021-09-26,2021,3,8.582533783215595,Late
NextSense,Logistics,Fleet Management,Gurugram,"Elevation Capital, Sequoia Capital India",Series A,1335000,2023-11-03,2023,4,6.125481265700594,Growth
SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,24513000,2022-12-12,2022,4,7.389396465218475,Late
NeoLabs,AgriTech,Supply Chain,Mumbai,"Y Combinator, Zodius Capital",Seed,734000,2024-12-09,2024,4,5.86569605991607,Early
Delhivery,FoodTech,Grocery,Delhi,"Info Edge, Ventures India",Pre-Series A,313000,2021-01-02,2021,1,5.495544337546448,Early
BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,634000,2024-11-17,2024,4,5.8020892578817325,Early
Cars24,RealEstate,PropTech,Gurugram,"Nexus Venture Partners, Y Combinator",Angel,18000,2022-04-22,2022,2,4.2552725051033065,Early
Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,1949000,2021-06-01,2021,2,6.289811839117622,Growth
SmartMart_989,RealEstate,Rental Tech,Kolkata,"IFC, Kalaari Capital",Pre-Series A,659000,2024-03-07,2024,1,5.81888541459401,Early
MediSpace,Media,Social,Pune,"Accel, Info Edge",Series B,45874000,2022-08-08,2022,3,7.6615666102472755,Growth
HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,131237000,2024-09-19,2024,3,8.118056294113147,Late
PhonePe,AgriTech,Supply Chain,Delhi,"Accel, Kalaari Capital, Ventures India",Seed,136000,2022-12-30,2022,4,5.133538908370218,Early
SkillFlow,SaaS,DevTools,Gurugram,"Falcon Edge, Info Edge, Tiger Global",Series B,25685000,2025-01-02,2025,1,7.409679570060356,Growth
Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,2658000,2023-05-10,2023,2,6.424554976606713,Growth
UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,70000,2020-02-02,2020,1,4.845098040014257,Early
CloudLabs,E-commerce,Marketplace,Mumbai,"Blume Ventures, Kalaari Capital",Series C,239814000,2024-08-27,2024,3,8.379874532996645,Late
AeroStack,SaaS,DevTools,Ahmedabad,"Nexus Venture Partners, Peak XV",Seed,83000,2023-01-14,2023,1,4.919078092376074,Early
Meesho,E-commerce,D2C,Pune,"Info Edge, Kalaari Capital, SoftBank Vision Fund",Seed,1665000,2022-04-03,2022,2,6.221414237842339,Early
Byju's,RealEstate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,279000,2020-05-17,2020,2,5.445604203273597,Early
Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,99000,2025-05-18,2025,2,4.99563519459755,Early
UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,369000,2023-07-25,2023,3,5.567026366159061,Early
WorkStack_1002,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,10633000,2024-02-28,2024,1,7.026655813877043,Growth
UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,745000,2022-05-27,2022,2,5.872156272748293,Early
HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,980000,2021-02-22,2021,1,5.991226075692495,Early
Ola,Media,Content,Delhi,Falcon Edge,Seed,568000,2023-08-11,2023,3,5.754348335711019,Early
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,246176000,2021-11-09,2021,4,8.391245710757653,Late
Udaan,RealEstate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,9971000,2022-02-20,2022,1,6.998738716255818,Growth
MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,126000,2020-10-16,2020,4,5.1003705451175625,Early
NoBroker,AgriTech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,304000,2020-06-09,2020,2,5.482873583608754,Early
BlueRise,HealthTech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,113000,2022-07-07,2022,3,5.05307844348342,Early
ShareChat,FoodTech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,14507000,2022-05-15,2022,2,7.1615776110488705,Growth
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,257828000,2022-05-25,2022,2,8.411330079755828,Late
Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,1113000,2020-12-25,2020,4,6.046495164334709,Growth
